Segmento;Item;CEST;NCM/SH;Descrição
VEÍCULOS AUTOMOTORES;19.0;25.019.00;8704.31.20;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
VEÍCULOS AUTOMOTORES;20.0;25.020.00;8704.31.30,;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
VEÍCULOS AUTOMOTORES;21.0;25.021.00;8704.31.90,;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas
VEÍCULOS DE DUAS E TRÊS RODAS MOTORIZADOS;1.0;26.001.00;8711;Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral. carros laterais
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;1.0;28.001.00;3303.00.10;Perfumes (extratos)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;2.0;28.002.00;3303.00.20;Águas-de-colônia
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;3.0;28.003.00;3304.10.00;Produtos de maquiagem para os lábios
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;4.0;28.004.00;3304.20.10;Sombra, delineador, lápis para sobrancelhas e rímel
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;5.0;28.005.00;3304.20.90;Outros produtos de maquiagem para os olhos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;6.0;28.006.00;3304.30.00;Preparações para manicuros e pedicuros
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;7.0;28.007.00;3304.91.00;Pós para maquiagem, incluindo os compactos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;8.0;28.008.00;3304.99.10;Cremes de beleza, cremes nutritivos e loções tônicas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;9.0;28.009.00;3304.99.90;Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antisolares e os bronzeadores
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;10.0;28.010.00;3304.99.90;Preparações antisolares e os bronzeadores
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;11.0;28.011.00;3305.10.00;Xampus para o cabelo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;12.0;28.012.00;3305.20.00;Preparações para ondulação ou alisamento, permanentes, dos cabelos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;13.0;28.013.00;3305.90.00;Outras preparações capilares
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;14.0;28.014.00;3305.90.00;Tintura para o cabelo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;15.0;28.015.00;3307.10.00;Preparações para barbear (antes, durante ou após)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;16.0;28.016.00;3307.20.10;Desodorantes corporais e antiperspirantes, líquidos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;17.0;28.017.00;3307.20.90;Outros desodorantes corporais e antiperspirantes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;18.0;28.018.00;3307.90.00;Outros produtos de perfumaria ou de toucador preparados
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;19.0;28.019.00;3307.90.00;Outras preparações cosméticas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;20.0;28.020.00;3401.11.90;Sabões de toucador, em barras, pedaços ou figuras moldadas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;21.0;28.021.00;3401.19.00;Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;22.0;28.022.00;3401.20.10;Sabões de toucador sob outras formas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;23.0;28.023.00;3401.30.00;Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;24.0;28.024.00;4818.20.00;Lenços de papel, incluindo os de desmaquiar
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;24.1;28.024.01;4818.20.00;Toalhas de mão
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.0;28.025.00;8214.10.00;Apontadores de lápis para maquiagem
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.1;28.025.01;8214.10.00;Espátulas, abre-cartas e raspadeiras
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.2;28.025.02;8214.10.00;Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;26.0;28.026.00;8214.20.00;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;27.0;28.027.00;9603.29.00;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;27.1;28.027.01;9603.29.00;Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores. cabeças preparadas para escovas, pincéis e artigos semelhantes. bonecas e rolos para pintura. rodos de borracha ou de matérias flexíveis semelhantes, outros
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;28.0;28.028.00;9603.30.00;Pincéis para aplicação de produtos cosméticos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;28.1;28.028.01;9603.30.00;Pincéis e escovas, para artistas e pincéis de escrever
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;29.0;28.029.00;9616.10.00;Vaporizadores de toucador, suas armações e cabeças de armações
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;30.0;28.030.00;9616.20.00;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;31.0;28.031.00;4202.1;Malas e maletas de toucador
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;32.0;28.032.00;9615;Pentes, travessas para cabelo e artigos semelhantes. grampos (alfinetes) para cabelo. pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;33.0;28.033.00;3923.30.00;Mamadeiras
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;33.0;28.033.00;3924.90.00;Mamadeiras
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;33.0;28.033.00;3924.10.00;Mamadeiras
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;33.0;28.033.00;4014.90.90  7010.20.00;Mamadeiras
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;34.0;28.034.00;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;35.0;28.035.00;1211.90.90;Outras plantas e partes, para perfumaria, medicina e semelhantes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;36.0;28.036.00;3926.20.00;Vestuário e seus acessórios, de plásticos, inclusive luvas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;37.0;28.037.00;3926.40.00;Estatuetas e outros objetos de ornamentação, de plásticos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;38.0;28.038.00;3926.90.90;Outras obras de plásticos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;39.0;28.039.00;4202.22.10;Bolsas de folhas de plástico
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;40.0;28.040.00;4202.22.20;Bolsas de matérias têxteis
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;41.0;28.041.00;4202.29.00;Bolsas de outras matérias
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;42.0;28.042.00;4202.39.00;Artigos de bolsos/bolsas, de outras matérias
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;43.0;28.043.00;4202.92.00;Outros artefatos, de folhas de plásticos ou matérias têxteis
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;44.0;28.044.00;4202.99.00;Outros artefatos, de outras matérias
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;45.0;28.045.00;4819.20.00;Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;46.0;28.046.00;4819.40.00;Outros sacos, bolsas e cartuchos, de papel ou cartão
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;47.0;28.047.00;4821.10.00;Etiquetas de papel ou cartão, impressas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;48.0;28.048.00;4911.10.90;Outros impressos publicitários, catálogos comerciais e semelhantes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;49.0;28.049.00;6115.99.00;Outras meias de malha de outras matérias têxteis
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;50.0;28.050.00;6217.10.00;Outros acessórios confeccionados, de vestuário
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;51.0;28.051.00;6302.60.00;Roupas de toucador/cozinha, de tecidos atoalhados de algodão
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;52.0;28.052.00;6307.90.90;Outros artefatos têxteis confeccionados
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;53.0;28.053.00;6506.99.00;Chapéus e outros artefatos de outras matérias, exceto de malha
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;54.0;28.054.00;9505.90.00;Artigos para outras festas, carnaval ou outros divertimentos
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;55.0;28.055.00;33;Produtos destinados à higiene bucal
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;56.0;28.056.00;33;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;56.0;28.056.00;34;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;14;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;39;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;40;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;44;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;48;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;63;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;64;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;65;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;67;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;70;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;82;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;90;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;28.057.00;96;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;39;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;42;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;48;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;52;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;61;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;71;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;83;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;90;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;28.058.00;91;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;59.0;28.059.00;61;Vestuário e seus acessórios. calçados, polainas e artefatos semelhantes, e suas partes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;59.0;28.059.00;62;Vestuário e seus acessórios. calçados, polainas e artefatos semelhantes, e suas partes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;59.0;28.059.00;64;Vestuário e seus acessórios. calçados, polainas e artefatos semelhantes, e suas partes
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;42;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;52;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;55;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;58;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;63;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;28.060.00;65;Outros artigos de vestuário em geral, exceto os relacionados no item anterior
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;39;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;40;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;52;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;56;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;62;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;63;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;66;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;69;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;70;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;73;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;76;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;82;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;83;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;84;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;91;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;94;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;28.061.00;96;Artigos de casa
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;62.0;28.062.00;13;Produtos das indústrias alimentares e bebidas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;62.0;28.062.00;15;Produtos das indústrias alimentares e bebidas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;62.0;28.062.00;23;Produtos das indústrias alimentares e bebidas
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;22;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;27;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;28;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;29;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;33;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;34;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;35;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;38;Produtos de limpeza e conservação doméstica
VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;28.063.00;39;Produtos de limpeza e conservação doméstica
